"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SD_08_INVEST_PROG_RLTD_DESC","SD_08_INVEST_PROG_RLTD_BV","SD_08_INVEST_PROG_RLTD_MOV"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349307771","200774672","NATIONAL ASSOCIATION FOR LATINO COMMUNITY ASSET BUILDERS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349307771_public.xml","Equity Investment in Nalcab Network Investors, LLC","971666","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349307771","200774672","NATIONAL ASSOCIATION FOR LATINO COMMUNITY ASSET BUILDERS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913179349307771_public.xml","Equity Investment in NALCAB Catalyst Fund I, LLC","171870","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349300902","731173687","JESUS HOUSE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349300902_public.xml","INVESTMENT IN FOUNDATION ENDOWMENT","10000","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349300700","453306696","Forward Assist Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349300700_public.xml","Investment in Forward Invest, LLC","4026313","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032339349300218","042994233","HABITAT FOR HUMANITY GREATER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202032339349300218_public.xml","NEW MARKETS TAX CREDIT","1905806","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001359349302870","412118100","CONSTELLATION SCHOOLS MADISON","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001359349302870_public.xml","BOND RESERVE ACCOUNTS","577769","F"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030779349300428","990349269","HAWAII CORD BLOOD BANK","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030779349300428_public.xml","HI CELLULAR THERAPY & TRANSPLANT LABORATORY","2076000","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000649349300325","273671507","AMERICAN LEGION AUXILIARY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000649349300325_public.xml","INVESTMENT - EDWARD JONES","30119","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349306675","420757420","The Womans Christian Temperance Union of Iowa","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349306675_public.xml","Residential Real Estate","816400","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041919349302289","273346703","ACMH BUILDING 74 HOUSING DEVELOPMENT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041919349302289_public.xml","SPONSOR LOAN RECEIVABLE","13582455","F"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922429349300107","061665031","CITY OF LAKES COMMUNITY LAND TRUST","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922429349300107_public.xml","LAND HELD IN TRUST","7744844","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922429349300107","061665031","CITY OF LAKES COMMUNITY LAND TRUST","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922429349300107_public.xml","INVESTMENT IN LLC","100","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911649349300226","570969948","PALMETTO PLACE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911649349300226_public.xml","ESCROW DEPOSITS","10642","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911649349300226","570969948","PALMETTO PLACE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911649349300226_public.xml","RESERVE FOR REPLACEMENTS","48678","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349300019","341240178","COLEMAN PROFESSIONAL SERVICES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349300019_public.xml","CPS PHOENIX, INC STOCK","2337042","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349300019","341240178","COLEMAN PROFESSIONAL SERVICES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349300019_public.xml","COLEMAN UNION SQUARE INC STOCK","1180608","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349300019","341240178","COLEMAN PROFESSIONAL SERVICES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349300019_public.xml","COLEMAN PS ENTERPRISE INC","-44519","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901929349300010","411687873","MODEL CITIES OF ST PAUL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901929349300010_public.xml","INVESTMENT IN NON-PROFIT SUBSIDIARY","1823521","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000109349300200","562078621","ANOINTED ACRES HOUSING DEVELOPMENT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000109349300200_public.xml","MORTGAGE ESCROW DEPOSITS","3609","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000109349300200","562078621","ANOINTED ACRES HOUSING DEVELOPMENT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000109349300200_public.xml","RESERVE REPLACEMENT FUND","260000","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000109349300200","562078621","ANOINTED ACRES HOUSING DEVELOPMENT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000109349300200_public.xml","RESIDUAL RECEIPTS","6128","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001359349303300","043487835","DIMOCK COMMUNITY HEALTH CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001359349303300_public.xml","NOTES RECEIVABLE","9743600","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201930659349300538","750922702","TYLER CITY EMPLOYEES CREDIT UNION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201930659349300538_public.xml","CERT. OF DEPOSIT","3289000","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201930659349300538","750922702","TYLER CITY EMPLOYEES CREDIT UNION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201930659349300538_public.xml","CASH MANAGEMENT","1616189","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201930659349300538","750922702","TYLER CITY EMPLOYEES CREDIT UNION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201930659349300538_public.xml","NCUSIF DEPOSIT","157327","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201930659349300538","750922702","TYLER CITY EMPLOYEES CREDIT UNION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201930659349300538_public.xml","CAPITAL SHARES","12542","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349315975","542090590","OPPORTUNITY CENTER HDC INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349315975_public.xml","INVESTMENT IN PARTNERSHIP","677507","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912529349301616","591262972","STATE CHARTERED CREDIT UNIONS IN FL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912529349301616_public.xml","INVESTMENTS IN CUSO","138030","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912529349301616","591262972","STATE CHARTERED CREDIT UNIONS IN FL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912529349301616_public.xml","NCUSIF DEPOSIT","643008","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912529349301616","591262972","STATE CHARTERED CREDIT UNIONS IN FL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912529349301616_public.xml","ESI DEPOSIT","110000","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912529349301616","591262972","STATE CHARTERED CREDIT UNIONS IN FL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912529349301616_public.xml","CORP CU PERPETUAL CAPITAL","652150","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912529349301616","591262972","STATE CHARTERED CREDIT UNIONS IN FL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912529349301616_public.xml","INVESTMENT IN CUANSWERS CUSO","275000","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030459349300008","133826249","ALBANIAN-AMERICAN ENTERPRISE FUND","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030459349300008_public.xml","ALBANIAN EQUITY INVESTMENTS","9121189","F"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349312221","061562701","ST CATHERINE OF SIENA MEDICAL CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349312221_public.xml","TRUSTEE HELD ASSETS","34548971","F"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912989349301051","610590716","KENTUCKY THOROUGHBRED OWNERS & BREEDERS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912989349301051_public.xml","INVESTMENT IN KENTUCKY THOROUGHBRED BUILDING, INC.","283741","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349302654","590196695","CLAY ELECTRIC COOPERATIVE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349302654_public.xml","NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP","11434742","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349302654","590196695","CLAY ELECTRIC COOPERATIVE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349302654_public.xml","SEMINOLE ELECTRIC COOPERATIVE","82316167","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349302654","590196695","CLAY ELECTRIC COOPERATIVE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349302654_public.xml","COBANK","3860912","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349302654","590196695","CLAY ELECTRIC COOPERATIVE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943199349302654_public.xml","OTHER INVESTMENTS IN ASSOC ORG","2030957","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923189349312077","770106732","MUSEUM OF AMERICAN HERITAGE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923189349312077_public.xml","SILICON VALLEY COMMUNITY FUND","1092794","F"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902989349301285","810393527","MONTANA HIGHER EDUCATION STUDENT","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902989349301285_public.xml","EDUCATIONAL LOANS RECEIVABLE, NET OF ALLOWANCE","612458397","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202012259349302116","591728351","M R FOUNDATION OF TENNESSEE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202012259349302116_public.xml","PUBLICLY TRADED SECURITIES","828482","F"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202012259349302116","591728351","M R FOUNDATION OF TENNESSEE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202012259349302116_public.xml","MUTUAL FUNDS","157566","F"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021289349300822","382460526","KALAMAZOO NON-PROFIT APARTMENTS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021289349300822_public.xml","MORTGAGE ESCROW DEPOSITS","118648","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021289349300822","382460526","KALAMAZOO NON-PROFIT APARTMENTS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021289349300822_public.xml","RESERVE REPLACEMENT FUND","390388","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021289349300822","382460526","KALAMAZOO NON-PROFIT APARTMENTS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021289349300822_public.xml","RESIDUAL RECEIPTS","579","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021289349300822","382460526","KALAMAZOO NON-PROFIT APARTMENTS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021289349300822_public.xml","OTHER RESERVES","10404","C"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349319418","203247158","Weidner Ministries","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201933199349319418_public.xml","Redstone Apparel Company","278372",NA
