"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SG_01_FUNDRAISER_ACT","SG_01_FUNDRAISER_CTRL_FUND_X","SG_01_FUNDRAISER_ACT_GRORCPT","SG_01_FUNDRAISER_AMT_PAID","SG_01_FUNDRAISER_AMT_ORG","SG_01_FUNDRAISER_NAME_ORG_L1","SG_01_FUNDRAISER_ADDR_L1","SG_01_FUNDRAISER_ADDR_CITY","SG_01_FUNDRAISER_ADDR_STATE","SG_01_FUNDRAISER_ADDR_ZIP","SG_01_FUNDRAISER_NAME_INDIV","SG_01_FUNDRAISER_ADDR_L2"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912849349302006","521832634","NATIONAL FALLEN FIREFIGHTERS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912849349302006_public.xml","GRANT WRITING","0","15475","11975","3500",NA,"1229 VAN BUREN DRIVE","ANNAPOLIS","MD","21403","TRICIA SANBORN",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076","465212292","Korean American Community","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076_public.xml","Professional Autioneer","false",NA,"5000",NA,NA,NA,NA,NA,NA,"Franco Finn",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076","465212292","Korean American Community","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076_public.xml",NA,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076","465212292","Korean American Community","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076_public.xml",NA,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076","465212292","Korean American Community","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076_public.xml",NA,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076","465212292","Korean American Community","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349318076_public.xml",NA,"false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020529349300047","363293534","FEEDING SOUTH DAKOTA","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020529349300047_public.xml","SOLICITATION OF FUNDS","0","850325","225533","624792","ONE & ALL INC","2 NORTH LAKE AVE SUITE 600","PASADENA","CA","91101",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020529349300047","363293534","FEEDING SOUTH DAKOTA","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020529349300047_public.xml","SOLICITATION OF FUNDS","0","76230","30822","45408","RKD ALPHA DOG","8001 S 13TH STREET","LINCOLN","NE","68512",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902969349301305","386091187","CHILD EVANGELISM FELLOWSHIP INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902969349301305_public.xml","A & G ABOVE","0","1224421","123413","1101008","TRADEWINDS CONSULTING INC","11914 CRAYTON COURT","HERNDON","VA","20170",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902969349301305","386091187","CHILD EVANGELISM FELLOWSHIP INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902969349301305_public.xml","A, C, D & E ABOVE","0","32258","10000","22258","BARNABAS FOUNDATION","18601 NORTH CREEK DRIVE STE B","TINLEY PARK","IL","604776238",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020289349301527","540737133","FAMILY LIFELINE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020289349301527_public.xml","FUNDRAISE","false","868802","63000","805802",NA,"PO BOX 7290","RICHMOND","VA","23221","MONUMENT GROUP",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911979349300426","237208431","CHICANO AWARENESS CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201911979349300426_public.xml","Grant research / writing","false","815912","37500","778412","Victor Gutman & Assoc","300 S 19th St 318","Omaha","NE","68102",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349301707","952706737","HELP HOSPITALIZED VETERANS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349301707_public.xml","CONSULTS ON DIRECT MAIL PROGRAM","0","6027692","1427170","4600522","TRUESENSE MARKETING","502 KEYSTONE DRIVE","WARRENDALE","PA","15086",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349301707","952706737","HELP HOSPITALIZED VETERANS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349301707_public.xml","CONSULTS ON DIRECT MAIL PROGRAM","0","3200361","1208979","1991382","MAGNET DIRECT","140 WOOD ROAD STE 201","BRAINTREE","MA","02184",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349301707","952706737","HELP HOSPITALIZED VETERANS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021329349301707_public.xml","TELEMARKETING","0","98184","68599","29585","THE HERITAGE COMPANY","2402 WILDWOOD AVENUE STE 500","SHERWOOD","AR","72120",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922119349300132","941156254","BOY SCOUTS OF AMERICA 55 SILICON VALLEY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201922119349300132_public.xml","DIRECT MAILING","0","21407","0","13927","HAINES & COMPANY","8050 FREEDOM AVENUE NW","NORTH CANTON","OH","44720",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010459349301956","232935929","THE NATIONAL PANCREAS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010459349301956_public.xml","NY, BOSTON, AND NJ PARTY FOR A CURE","0","251877","118068","133809","POWERED BY PROFESSIONALS","1460 BROADWAY","NEW YORK","NY","10036",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311445","260562575","Point Of Hope A Deron Williams Foundation","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311445_public.xml","EVENT MGMT","false",NA,NA,NA,NA,NA,NA,NA,NA,"LARA BETH LLC",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041359349302529","042103616","PERKINS SCHOOL FOR THE BLIND","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041359349302529_public.xml","FUNDRAISING COUNSEL","false","0","225027","0",NA,"2550 NINTH STREET","BERKELEY","CA","94710","MAL WARWICK DONORDIGITAL","SUITE 130"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELPHONE","false","379473","345295","34178",NA,"1835 E CHARLESTON BLVD 4","LAS VEGAS","NV","89104","DONOR RELATIONS LLC",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELEPHONE","false","168225","135959","32266",NA,"1706 CROPSEY AVE C","BROOKLYN","NY","11214","QUICK CALL INC",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELEPHONE","false","40206","35706","4500",NA,"1815 AVENUE U 2","BROOKLYN","NY","11229","BRIEF CALL INC",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELEPHONE","false","44530","35680","8850",NA,"16527 CRAIG DR","OAK FOREST","IL","60452","SUPPLEMENTAL SECURITY",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELEPHONE","false","38568","30904","7664",NA,"27 CASWELL ST","NEW BEDFORD","MA","02745","OCEAN MARKETING LLC",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELEPHONE","false","16300","13040","3260",NA,"411 E CONGRESS PKWY STE B","CRYSTAL LAKE","IL","60014","MIDWEST MARKETING FIRM INC",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELEPHONE","false","7510","6588","922",NA,"2137 S LOMBARD AVE","CHICAGO","IL","60804","COMMUNITY GUIDE MAGAZINE INC",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062","800273572","AMERICAN VETERANS FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349308062_public.xml","TELEPHONE","false","7557","5985","1572",NA,"5184 CALDWELL MILL RD","BIRMINGHAM","AL","35244","CHARITY APPEAL LLC",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902149349301135","911519430","EVERGREENHEALTH FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201902149349301135_public.xml","ORGANIZED AND MANAGED THE GALA","0","1429498","24000","1405498","TOLO EVENTS INC","2717 WESTERN AVENUE","SEATTLE","WA","98121",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042309349302294","581466516","GOLDEN HARVEST FOOD BANK INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042309349302294_public.xml","DIRECT MAIL FUNDRAISING BOTH ACQUISITION AND CULTIVATION","0","308020","161431","146589","RUSS REID COMPANY","PO BOX 90125","PASADENA","CA","911095125",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912879349300446","751910084","PRESBYTERIAN COMMUNITIES AND SERVICES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912879349300446_public.xml","FUNDRAISING CONSULTING","0","0","75000","0","PHILANTHROPIC HORIZONS","3045 LAKESIDE DRIVE","HIGHLAND VILLAGE","TX","75077",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912879349300446","751910084","PRESBYTERIAN COMMUNITIES AND SERVICES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912879349300446_public.xml","FUNDRAISING CONSULTING","0","0","7000","0","BRIAN LACY & ASSOCIATES","3122 GANNETT STREET","HOUSTON","TX","77025",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941449349300114","454678325","BRADLEY IMPACT FUND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941449349300114_public.xml","FUNDRAISING CONSULTING","0","30694","126790","-96096","AMERICAN PHILANTHROPIC","119 N HIGH ST","WEST CHESTER","PA","19380",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943159349303899","131818723","Anti-Defamation League","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943159349303899_public.xml","FUNDRAISING SERVICES","false","4191516","241511","3950005",NA,"1765 Greensboro Station","McLean","VA","22102","Cvent",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000309349301425","251291634","KEYSTONE PARALYZED VETERANS OF","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000309349301425_public.xml","STORE","true","1500236","1410222","90014","AMERICAN THRIFT CENTER LLC","1806 HOMEVILLE ROAD","WEST MIFFLIN","PA","15122",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912629349300431","954688657","TAKING THE REINS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912629349300431_public.xml","E,F","false","321400","20889","300511","HANKSTER INC","PO BOX 33286","LOS ANGELES","CA","90033",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903189349315755","942607721","SAN FRANCISCO COALITION FOR","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903189349315755_public.xml","DAY AT THE RACES","false","79550","12912","66638","NICHELLE LYONS","731-B LIGGETT AVENUE","SAN FRANCISCO","CA","94129",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021829349301112","350715530","TRINE UNIVERSITY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021829349301112_public.xml","PHONATHON","false",NA,NA,NA,NA,NA,NA,NA,NA,"WILSON BENNETT TECHNOLOGY",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349304902","462679662","AMERICAN FREEDOM BUILDERS INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349304902_public.xml","FUNDRAISIN","false","112020","18925","93095","CAPITOL PARTNERS LLC","88 E BROAD ST STE 1560","COLUMBUS","OH","43215",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000669349301305","952275044","AFRICAN ENTERPRISE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000669349301305_public.xml","Monthly mailings to donors","false",NA,"41835","-41835",NA,"19462 Powder Hill PI NE","Poulsbo","WA","98370","Masterworks",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031159349301213","134091062","READ Alliance Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031159349301213_public.xml","Coordinate","false",NA,NA,NA,NA,NA,NA,NA,NA,"Stetwin Consulting",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011259349301056","043272394","PARENTS FAMILIES & FRIENDS OF LESB-","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011259349301056_public.xml","EVENT PLAN","false","818928","22500","796428",NA,"2 DARBY COURT","NATICK","MA","01760","MONA B EVENTS",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011259349301056","043272394","PARENTS FAMILIES & FRIENDS OF LESB-","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011259349301056_public.xml","EVENT PLAN","false","818928","22500","796428",NA,"21 FIELDSTONE LANE","NATICK","MA","01760","NAN IVES EXPERIENTIAL INNOVATION",NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941589349300214","050434218","RONALD MCDONALD HOUSE OF PROVIDENCE INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941589349300214_public.xml","Direct Mail","false","271479","168400","103079","DAVINCI DIRECT",NA,NA,NA,NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349302257","752062015","Children's Medical Center Foundation","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349302257_public.xml","Direct Mail and Consulting services","false","526458","523330","3128","RKD GROUP INC","3400 Waterview Pkwy Ste 250","Richardson","TX","750801560",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202033049349301778","900788707","Palm Beach County Food Bank Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202033049349301778_public.xml","Mail Solicitations","0","645998","314477","331521","Amergent Inc","9 Centennial Drive","Peabody","MA","01960",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912069349300521","396092761","SAINT FRANCIS CHILDRENS CENTER INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912069349300521_public.xml","FUNDRAISING CONSULTING","false",NA,"6688",NA,"LINE BY LYNE CONSULTING","131 WEST WHITE OAK WAY","MEQUON","WI","53092",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349311137","990326808","KAPAHULU CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349311137_public.xml","ANNUAL FUNDRAISER SALE OF CERTIFICATES","0","25927","0","25927","OHIA BAKERY","3410 CAMPBELL AVENUE","HONOLULU","HI","968154103",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349311137","990326808","KAPAHULU CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349311137_public.xml","ANNUAL BON FESTIVAL CELEBRATION","0","15046","0","15046","BON DANCE","3410 CAMPBELL AVENUE","HONOLULU","HI","968154103",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349311137","990326808","KAPAHULU CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349311137_public.xml","SALE OF DONATED ITEMS OPEN TO PUBLIC","0","3510","0","3510","THRIFT SHOP","3410 CAMPBELL AVENUE","HONOLULU","HI","968154103",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349311137","990326808","KAPAHULU CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349311137_public.xml","ANNUAL FUNDRAISER SALE OF CERTIFICATES","0","1743","0","1743","SEE'S CANDY","3410 CAMPBELL AVENUE","HONOLULU","HI","968154103",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349311137","990326808","KAPAHULU CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349311137_public.xml","ANNUAL FUNDRAISER SALE OF HANAFUDA CARDS","0","432","0","432","HAWAII HANAFUDA","3410 CAMPBELL AVENUE","HONOLULU","HI","968154103",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349311137","990326808","KAPAHULU CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923199349311137_public.xml","ANNUAL SALE OF CRAFTS MADE BY SENIOR MEMBERS","0","219","0","219","SENIOR CENTER CRAFT SALES","3410 CAMPBELL AVENUE","HONOLULU","HI","968154103",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000599349300830","610444650","BEREA COLLEGE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000599349300830_public.xml","Amergent, a full-service direct response fundraising agency, provides a variety of services to Berea College including analysis of acquired and existing donor data, strategy for in-house and donor acquisition pieces, management of donor acquisition direct mail and digital efforts, and consultation for in-house digital marketing.","false","91086","514046","-422960","AMERGENT","9 CENTENNIAL DR","PEABODY","MA","01960",NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000599349300830","610444650","BEREA COLLEGE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000599349300830_public.xml","Research, consulting and management services","false",NA,"22500","-22500","THE ADVISORY BOARD","PO Box 79461","Baltimore","MD","212790461",NA,NA
