"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SJ_02_COMP_DTK_NAME_PERS","SJ_02_COMP_DTK_TITLE","SJ_02_COMP_DTK_BASE_ORG","SJ_02_COMP_DTK_BASE_RLTD","SJ_02_COMP_DTK_BONUS_ORG","SJ_02_COMP_DTK_BONUS_RLTD","SJ_02_COMP_DTK_OTH_ORG","SJ_02_COMP_DTK_OTH_RLTD","SJ_02_COMP_DTK_DEFERRED_ORG","SJ_02_COMP_DTK_DEFERRED_RLTD","SJ_02_COMP_DTK_BENFIT_ORG","SJ_02_COMP_DTK_BENFIT_RLTD","SJ_02_COMP_DTK_TOT_ORG","SJ_02_COMP_DTK_TOT_RLTD","SJ_02_COMP_DTK_PRIOR_990_ORG","SJ_02_COMP_DTK_PRIOR_990_RLTD"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030949349300628","316141216","OHIO ASSOC OF ELEMENTARY SCHOOL ADM","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030949349300628_public.xml","DR JULIE DAVIS","EXECUTIVE DIRECTOR","103590","52010","0","0","0","0","7721","42531","0","0","111311","94541","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202022269349301957","453666184","CODMAN SQUARE HEALTH AND EDUCATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202022269349301957_public.xml","ANTHONY K STANKIEWICZ","PRESIDENT","0","181036","0","0","0","0","0","0","0","1444","0","182480","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202022269349301957","453666184","CODMAN SQUARE HEALTH AND EDUCATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202022269349301957_public.xml","PHILIP SEVERIN","SECRETARY/CLERK","0","243527","0","0","0","0","0","4871","0","17022","0","265420","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349301749","061161422","Hartford HealthCare Independence at Home","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349301749_public.xml","Rocco Orlando MD","Secretary","0","598617","0","274050","0","146726","0","35750","0","64568","0","1119711","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349301749","061161422","Hartford HealthCare Independence at Home","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349301749_public.xml","Tracy Church","Chair","0","527724","0","279630","0","87657","0","19250","0","50848","0","965109","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349301749","061161422","Hartford HealthCare Independence at Home","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349301749_public.xml","Charles Johnson","President","0","640066","0","357729","0","88540","0","106613","0","56006","0","1248954","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349301749","061161422","Hartford HealthCare Independence at Home","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349301749_public.xml","Rita Parisi","SVP, Community Network","0","334314","0","143158","0","49110","0","33000","0","33030","0","592612","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349301749","061161422","Hartford HealthCare Independence at Home","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349301749_public.xml","David Baranik","VP, Finance","0","233595","0","71009","0","18490","0","19250","0","44254","0","386598","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349301749","061161422","Hartford HealthCare Independence at Home","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042269349301749_public.xml","Michael Nappi","VP","0","205105","0","56068","0","445","0","18213","0","24891","0","304722","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720","521344831","NATIONAL ENDOWMENT FOR DEMOCRACY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720_public.xml","CARL GERSHMAN","PRESIDENT","345981","0","0","0","4944","0","35220","0","20082","0","406227","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720","521344831","NATIONAL ENDOWMENT FOR DEMOCRACY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720_public.xml","J WILLIAM LEONARD","CHIEF OPERATING OFFICER","242438","0","0","0","3048","0","25020","0","22691","0","293197","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720","521344831","NATIONAL ENDOWMENT FOR DEMOCRACY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720_public.xml","LAURA GOLIGHTLY","SR. DIRECTOR, FINANCIAL MGMT","184246","0","0","0","552","0","18667","0","17480","0","220945","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720","521344831","NATIONAL ENDOWMENT FOR DEMOCRACY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720_public.xml","BARBARA E HAIG","DEPUTY TO PRES - STRATEGY & POLICY","209893","0","0","0","1584","0","21265","0","10995","0","243737","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720","521344831","NATIONAL ENDOWMENT FOR DEMOCRACY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720_public.xml","GEORGES A FAURIOL","VP, PROG PLANNING, GRANT OPERATIONS","183758","0","0","0","3048","0","19107","0","22462","0","228375","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720","521344831","NATIONAL ENDOWMENT FOR DEMOCRACY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720_public.xml","JODI B HERMAN","VP, GOVT RELATIONS & PUBLIC AFFAIRS","182229","0","0","0","360","0","19055","0","28066","0","229710","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720","521344831","NATIONAL ENDOWMENT FOR DEMOCRACY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720_public.xml","PAUL MONIZ","SR. DIRECTOR, KNOWLEDGE MGMT & IT","187926","0","0","0","552","0","19009","0","23797","0","231284","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720","521344831","NATIONAL ENDOWMENT FOR DEMOCRACY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202002309349302720_public.xml","MARK NELSON","SR. DIRECTOR, CIMA","183276","0","0","0","1584","0","18729","0","18056","0","221645","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040789349301124","620599339","CUMBERLAND UNIVERSITY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040789349301124_public.xml","PAUL STUMB","PRESIDENT","209208","0","0","0","0","0","10460","0","3681","0","223349","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030","943227260","JEWISH COMMUNITY CENTER OF SAN FRANCISCO","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030_public.xml","MARCI GLAZER","CHIEF EXECUTIVE OFFICER","335560","0","0","0","0","0","13492","0","0","0","349052","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030","943227260","JEWISH COMMUNITY CENTER OF SAN FRANCISCO","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030_public.xml","ADRIAN BREITFELD","CFO (THRU 5/31/19)","235081","0","0","0","0","0","11555","0","8135","0","254771","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030","943227260","JEWISH COMMUNITY CENTER OF SAN FRANCISCO","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030_public.xml","CRAIG SALGADO","CHIEF OPERATING OFFICER","193645","0","0","0","0","0","12430","0","8134","0","214209","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030","943227260","JEWISH COMMUNITY CENTER OF SAN FRANCISCO","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030_public.xml","BETHANNE DOYLE","CHF PROG. OFFCR, FAMILY LIFE","191464","0","0","0","0","0","11433","0","23021","0","225918","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030","943227260","JEWISH COMMUNITY CENTER OF SAN FRANCISCO","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030_public.xml","JODI LIPE","ACTING HEAD OF MARKETING","160150","0","0","0","0","0","7986","0","0","0","168136","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030","943227260","JEWISH COMMUNITY CENTER OF SAN FRANCISCO","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030_public.xml","LISA WOLF","DIRECTOR OF HUMAN RESOURCES","139687","0","0","0","0","0","19589","0","8134","0","167410","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030","943227260","JEWISH COMMUNITY CENTER OF SAN FRANCISCO","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030_public.xml","BATSHIR TORCHIO","SENIOR JEWISH EDUCATOR","134482","0","0","0","0","0","6667","0","16269","0","157418","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030","943227260","JEWISH COMMUNITY CENTER OF SAN FRANCISCO","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001229349301030_public.xml","BRUCE SHAPIRO","DIRECTOR OF BUILDING OPERATIONS","132837","0","0","0","0","0","6484","0","15433","0","154754","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349307142","371078674","Local 601 Building Corporation","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201921349349307142_public.xml","Frank Rubenacker","Former Business Manager","0","57631","0","0","0","0","0","0","0","0","0","57631","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932289349300228","590860768","Community Credit Union of Florida","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932289349300228_public.xml","David O Brock","Retired CEO","227334","0","30766","0","868","0","0","0","0","0","258968","0","258968","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932289349300228","590860768","Community Credit Union of Florida","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201932289349300228_public.xml","Laurie Cappelli","CEO","253939","0","16173","0","5824","0","0","0","0","0","275936","0","275936","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923129349301622","161363414","TOOMEY RESIDENTIAL AND COMMUNITY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923129349301622_public.xml","MICHAEL MELARA","MEMBER OF THE CORP/ DIRECT","0","149053","0","0","0","0","0","11054","0","17802","0","177909","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941359349308644","811152870","AFFORDABLE HEALTHCARE FOR AMERICANS","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201941359349308644_public.xml","ELENA G TOMPKINS","EXECUTIVE DIRECTOR","180000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"180000",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943159349303464","221656055","LITTLE HILL FOUNDATION FOR THE","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943159349303464_public.xml","MICHAEL HORNSTEIN","EXEC. DIR. TERM END 12-31-18","212000","0","0","0","0","0","21200","0","304","0","233504","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124","591556454","LOST TREE CLUB INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124_public.xml","PAULA JEAN HUNT","CHIEF FINANCIAL OFFICER","146201","0","23175","0","24500","0","8223","0","11108","0","213207","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124","591556454","LOST TREE CLUB INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124_public.xml","RICK BAYLISS","GENERAL MANAGER/COO","356612","0","72000","0","53127","0","62375","0","21692","0","565806","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124","591556454","LOST TREE CLUB INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124_public.xml","BRIAN PEAPER","DIRECTOR OF GOLF OPERATION","150913","0","21000","0","24500","0","8525","0","16547","0","221485","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124","591556454","LOST TREE CLUB INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124_public.xml","BRIAN WALSH","EXECUTIVE CHEF","163537","0","24000","0","24500","0","8837","0","21692","0","242566","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124","591556454","LOST TREE CLUB INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124_public.xml","CHARLES SCHAMING","GOLF COURSE SUPERINTENDENT","154946","0","19000","0","26500","0","7792","0","21692","0","229930","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124","591556454","LOST TREE CLUB INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124_public.xml","RYAN BARRY","CLUBHOUSE MANAGER","130562","0","21000","0","9775","0","7331","0","18836","0","187504","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124","591556454","LOST TREE CLUB INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124_public.xml","SHERI HERB","MEMBERSHIP DIRECTOR","103659","0","24000","0","10844","0","6248","0","16547","0","161298","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124","591556454","LOST TREE CLUB INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041329349300124_public.xml","JODI WERTENBERGER","DIRECTOR OF TENNIS","147100","0","12300","0","8735","0","6552","0","6952","0","181639","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040249349300104","611348519","HISTORIC STATE THEATER COMPLEX INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040249349300104_public.xml","KELSIE HALL","FORMER EXECUTIVE DIRECTOR","35000","0","340","0","0","0","0","0","0","0","35340","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901619349300930","030444166","THE QUILT INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201901619349300930_public.xml","JENNIFER LEASURE","PRESIDENT & CEO","207163","0","0","0","0","0","0","0","0","0","207163","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923399349300602","421322391","DALLAS COUNTY DEVELOPMENT INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201923399349300602_public.xml","LINDA WUNSCH","EXECUTIVE DIRECTOR","159691","0","0","0","0","0","0","0","0","0","159691","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030659349300413","742021178","Intercollegiate Tennis Coaches","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030659349300413_public.xml","TIMOTHY RUSSELL","President & CEO","195750",NA,NA,NA,NA,NA,"11745",NA,"19233",NA,"226728",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042039349301014","411263433","Knute Nelson","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042039349301014_public.xml","Mark Anderson","President/CEO","284196","0","0","0","0","0","14264","0","14629","0","313089","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042039349301014","411263433","Knute Nelson","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042039349301014_public.xml","Marnie GugisbergSr VP","Chief Financial Officer","168530","0","0","0","0","0","3604","0","24054","0","196188","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042039349301014","411263433","Knute Nelson","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042039349301014_public.xml","Angela UrmanSr VP","Chief Operating Officer","170209","0","0","0","0","0","3575","0","20934","0","194718","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042039349301014","411263433","Knute Nelson","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202042039349301014_public.xml","Katie PerrySrVP","Chief Development/Strategy Officer","151489","0","0","0","0","0","3027","0","39","0","154555","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010499349301451","237209538","ACLU FOUNDATION OF MARYLAND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010499349301451_public.xml","DEBORAH JEON","LEGAL DIRECTOR","115599","0","0","0","0","0","20222","0","18071","0","153892","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010499349301451","237209538","ACLU FOUNDATION OF MARYLAND INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010499349301451_public.xml","BEVERLY VERDERY","EDUCATION REFORM PROGRAM D","129710","0","0","0","0","0","27465","0","1671","0","158846","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301000","620630670","ASBURY INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301000_public.xml","ANDREW JOSEPH","ASST. SECRETARY","0","235977","0","14003","0","1183","0","10380","0","12436","0","273979","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301000","620630670","ASBURY INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301000_public.xml","RHONDA TERANTO","ASST. TREASURER","0","203582","0","13048","0","1873","0","9355","0","11309","0","239167","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301000","620630670","ASBURY INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301000_public.xml","KIM EHRENFRIED","ASST. TREASURER","0","204740","0","12207","0","662","0","9392","0","14496","0","241497","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301000","620630670","ASBURY INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301000_public.xml","SUE DACAMARA","VICE PRESIDENT","0","399058","0","17874","0","6034","0","10900","0","11767","0","445633","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301000","620630670","ASBURY INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301000_public.xml","JUDITH ROGERS FRUITERMAN","EXECUTIVE DIRECTOR","0","212463","0","0","0","4710","0","254","0","552","0","217979","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301000","620630670","ASBURY INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903049349301000_public.xml","AARON ROOP","EXECUTIVE DIRECTOR","0","144850","0","3600","0","241","0","2308","0","10337","0","161336","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903099349301885","941753722","Mission Housing Development Corporation","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903099349301885_public.xml","SAM MOSS","Executive Dir.","166052",NA,NA,NA,NA,NA,NA,NA,"14533",NA,"180585",NA,NA,NA
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145","133746997","The New York Gracie Square Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145_public.xml","MR DAVID WYMAN","PRESIDENT & CEO","350947","0","171872","0","47113","0","13750","0","23364","0","607046","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145","133746997","The New York Gracie Square Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145_public.xml","MR Nazim B Malatyali","BOARD MEMBER","0","350439","0","106235","0","50671","0","14382","0","7572","0","529299","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145","133746997","The New York Gracie Square Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145_public.xml","DR BRIAN REGAN","BOARD MEMBER","0","264929","0","118138","0","39383","0","27833","0","40760","0","491043","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145","133746997","The New York Gracie Square Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145_public.xml","MS KIMLEE ROLDAN-SANCHEZ","BOARD MEMBER (TO 11/13/18)","0","345140","0","120000","0","36621","0","36876","0","19953","0","558590","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145","133746997","The New York Gracie Square Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145_public.xml","MS KAREN WESTERVELT","BOARD MEMBER","0","695864","0","449278","0","126366","0","14985","0","30901","0","1317394","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145","133746997","The New York Gracie Square Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145_public.xml","MR GARY ZUAR","BOARD MEMBER /ASST. TREASURER","0","667300","0","432883","0","727087","0","26168","0","34647","0","1888085","0","199928"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145","133746997","The New York Gracie Square Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145_public.xml","MR Michael P Breslin","TREASURER","0","867958","0","549947","0","133601","0","15414","0","42960","0","1609880","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145","133746997","The New York Gracie Square Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145_public.xml","MS KATHLEEN BURKE","ASSISTANT SECRETARY","0","302824","0","88438","0","20000","0","38280","0","23002","0","472544","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145","133746997","The New York Gracie Square Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145_public.xml","MS PHYLLIS R LANTOS","FORMER TREASURER","0","967574","0","1029920","0","296206","0","190742","0","35076","0","2519518","0","73716"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145","133746997","The New York Gracie Square Hospital Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903199349311145_public.xml","MS BERNADETTE OCAMPO","SECRETARY","0","177096","0","0","0","792","0","31174","0","12933","0","221995","0","0"
