"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SK_02_BOND_ISSUE_REFERENCE_NUM","SK_02_BOND_PROCEED_AMT_RETIRED","SK_02_BOND_PROCEED_AMT_DEFEASED","SK_02_BOND_PROCEED_TOT","SK_02_BOND_PROCEED_RESERVE_FUND","SK_02_BOND_PROCEED_INT_CAP","SK_02_BOND_PROCEED_REFUND_ESCROW","SK_02_BOND_PROCEED_ISSUANCE_COST","SK_02_BOND_PROCEED_CREDIT_ENHANC","SK_02_BOND_PROCEED_CAP_EXP_WORK","SK_02_BOND_PROCEED_CAP_EXP","SK_02_BOND_PROCEED_OTH_SPENT","SK_02_BOND_PROCEED_OTH_UNSPENT","SK_02_BOND_PROCEED_Y_COMPLETION.","RefundingTaxExemptBondsInd","RefundingTaxableBondsInd","SK_02_BOND_PROCEED_ALLOC_FINAL_X","SK_02_BOND_PROCEED_BOOK_RECORD_X"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011209349301161","566058412","THE EDUCATIONAL FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011209349301161_public.xml","A","0","0","92000000","0","0","0","248280","0","0","0","77803706","13948014","2020","false","true","false","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","A","11182707","0","28753388","2107800","0","0","565057","0","0","18492211","0","0","2013","false","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","B","6915038","0","21687097","2634300","0","0","433742","0","0","18619055","0","0","2015","false","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","C","3705000","34000000","0","0","0","34000000","0","0","0","0","0","0","2015","false","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","D","3402487","0","34000000","0","0","0","694260","0","0","22594284","0","10845301",NA,"false","false","false","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314","350931432","BHI Senior Living Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201942739349300314_public.xml","A","0","0","98120000","12808522","0","98120000","597754","0","0","1462700","0","85537955","2015","false","false","false","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A",NA,NA,"126601436",NA,NA,NA,"1601436",NA,NA,NA,NA,"125000000","2012","0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","289195000","251010000","289195000",NA,NA,NA,"4582212",NA,NA,NA,"284612788",NA,"2012","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C",NA,NA,"145060500",NA,"13434940",NA,"2072500",NA,NA,NA,"129553060",NA,"2012","0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","79015000",NA,"426930280",NA,NA,NA,"4480280",NA,NA,"180000000","242450000",NA,"2009","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","110000000",NA,"701719855",NA,NA,"585978231","5057223",NA,NA,"110684400",NA,NA,"2014","1","1","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","5770000","1215000","305080327",NA,NA,NA,"2808157",NA,NA,NA,"302272170",NA,"2012","0","1","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C",NA,NA,"126434498",NA,NA,NA,"1434498",NA,NA,NA,"125000000",NA,"2014","0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D",NA,NA,"490804875",NA,NA,"480221287","3547888",NA,NA,NA,NA,"7035700","2008","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A",NA,NA,"304049410",NA,NA,NA,"1939410",NA,NA,NA,"302110000",NA,"2013","0","0","0","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","81385000",NA,"136185000",NA,NA,NA,"602023","1035827",NA,NA,"134547150",NA,"1998","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","3630000",NA,"39215000",NA,NA,NA,"215000",NA,NA,NA,"39000000",NA,"2004","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","8995000",NA,"50810000",NA,NA,NA,"165000",NA,NA,NA,"50645000",NA,"2002","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","12242615",NA,"24927615",NA,NA,NA,"345182",NA,NA,NA,"24582433",NA,"2005","1","1","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B","38533852",NA,"86048852",NA,NA,NA,"910360",NA,NA,NA,"85138491",NA,"2005","1","1","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","161675000",NA,"161675000",NA,NA,NA,"1475000",NA,NA,NA,"160200000",NA,"2005","0","1","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","1175909",NA,"72245909",NA,NA,NA,"1015122",NA,NA,NA,"71230787",NA,"2019","0","1","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","165050000",NA,"165050000",NA,NA,NA,"1660244","2465562",NA,NA,"163389756",NA,"2002","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B",NA,NA,"174240000",NA,NA,NA,"2543991",NA,NA,NA,"171696009",NA,"2011","0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C","69411076",NA,"101296076",NA,NA,NA,"1060339",NA,NA,NA,"100235737",NA,"2004","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","88220895",NA,"819530895",NA,NA,NA,"7422456","242643",NA,NA,"812108439",NA,"2011","0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A","7366469",NA,"99611469",NA,NA,NA,"1128161",NA,NA,NA,"98483308",NA,"2015","0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","B",NA,NA,"178770000",NA,NA,NA,"1736112",NA,NA,NA,"177033888",NA,"2014","0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","C",NA,NA,"77635000",NA,NA,NA,"1106316",NA,NA,NA,"76528684",NA,"2018","0","0","0","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","D","4675000",NA,"210860000",NA,NA,NA,"305000",NA,NA,NA,"210555000",NA,"2009","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474","811244422","PROVIDENCE ST JOSEPH HEALTH","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201943179349309474_public.xml","A",NA,NA,"166652252",NA,NA,NA,NA,NA,NA,NA,"166652252",NA,"2009","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030599349300113","850110070","CATHOLIC CHARITIES","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202030599349300113_public.xml","A",NA,NA,"2500000",NA,NA,NA,"66650",NA,NA,"2433350",NA,NA,"2041","false","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011959349302031","310892356","FRIENDSHIP VILLAGE OF COLUMBUS OHIO INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011959349302031_public.xml","A",NA,NA,"11901000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011959349302031","310892356","FRIENDSHIP VILLAGE OF COLUMBUS OHIO INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011959349302031_public.xml","B",NA,NA,"10975000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011259349301161","541674644","NEW HORIZONS EDUCATIONAL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202011259349301161_public.xml","A","2639661",NA,"11000000",NA,"702934",NA,"97331",NA,NA,"9660213","539522",NA,"2015","false","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912289349301201","141910759","PRESENTATION SCHOOL FOUNDATION INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201912289349301201_public.xml","A","432442",NA,"5200000",NA,NA,NA,"116038",NA,NA,"171382","4909266","3314","2013","0","0","0","0"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041819349300049","943204137","MENLO SCHOOL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202041819349300049_public.xml","A",NA,NA,"33000000",NA,NA,NA,"255178",NA,NA,"14736809","18008013",NA,"2017","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001959349301640","860757062","HERITAGE ACADEMY INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001959349301640_public.xml","A",NA,NA,"12930000","1037642","610228",NA,"258600",NA,NA,"11023530",NA,NA,NA,"0","0","0","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001959349301640","860757062","HERITAGE ACADEMY INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001959349301640_public.xml","B",NA,NA,"3595000","288501","6499",NA,NA,NA,"3300000",NA,NA,NA,NA,"0","0","0","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000729349300020","591109899","JUPITER CHRISTIAN SCHOOL INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202000729349300020_public.xml","A",NA,NA,"10050000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021919349301742","621636465","Wellmont Health System","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021919349301742_public.xml","A","19580000",NA,"207055314","18977995",NA,NA,"2164568",NA,NA,"185912751",NA,NA,"2011","false","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021919349301742","621636465","Wellmont Health System","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021919349301742_public.xml","B","6495000",NA,"76165000",NA,NA,"74942165","1298533",NA,NA,NA,NA,NA,"2011","false","true","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021919349301742","621636465","Wellmont Health System","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021919349301742_public.xml","C","34326900",NA,"42500000",NA,NA,NA,"31809",NA,NA,"42468191",NA,NA,"2014","false","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010349349300311","410693889","AMHERST H WILDER FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202010349349300311_public.xml","A","4925000",NA,"28405000",NA,NA,NA,"325153",NA,NA,NA,"28082720",NA,"2008","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001269349300345","911172031","THE NORTHSOUND ASSOCIATION FOR CATHOLIC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001269349300345_public.xml","A",NA,NA,"5892815",NA,NA,NA,NA,NA,NA,"5892815",NA,NA,NA,"1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001579349300725","310537516","Xavier University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001579349300725_public.xml","A","1210000",NA,"25199468",NA,"189238",NA,NA,NA,NA,"25010230",NA,NA,"2017","0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001579349300725","310537516","Xavier University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001579349300725_public.xml","B","7325000",NA,"49080423",NA,"3113180",NA,"769538",NA,NA,"45197705",NA,NA,"2012","0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001579349300725","310537516","Xavier University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001579349300725_public.xml","C","3090000",NA,"19815000",NA,NA,NA,NA,NA,NA,NA,"19815000",NA,NA,"1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001579349300725","310537516","Xavier University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001579349300725_public.xml","D","900000",NA,"23475000",NA,NA,NA,NA,NA,NA,NA,"23475000",NA,NA,"1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001579349300725","310537516","Xavier University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001579349300725_public.xml","A","2840000",NA,"55187114",NA,NA,NA,"163880",NA,NA,NA,"53023234",NA,NA,"0","1","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001579349300725","310537516","Xavier University","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001579349300725_public.xml","B","3870000",NA,"47380000",NA,NA,NA,NA,NA,NA,NA,"47380000",NA,NA,"1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776","550643304","West Virginia University Hospitals Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776_public.xml","A",NA,NA,"57910000",NA,NA,NA,"406105",NA,NA,NA,"57503895",NA,"2018","true","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776","550643304","West Virginia University Hospitals Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776_public.xml","A","17983910",NA,"28520000",NA,NA,NA,"138529",NA,NA,NA,"28381471",NA,"2011","true","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776","550643304","West Virginia University Hospitals Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776_public.xml","B","10345000",NA,"16345000",NA,NA,NA,"64499",NA,NA,"5976323",NA,"10345000","2012","false","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776","550643304","West Virginia University Hospitals Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776_public.xml","C","6365000",NA,"23770000",NA,NA,NA,"100000",NA,NA,NA,"23670000",NA,"2012","true","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776","550643304","West Virginia University Hospitals Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776_public.xml","D",NA,NA,"158374566",NA,NA,NA,"1388439",NA,NA,"156986127",NA,NA,"2016","true",NA,NA,"true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776","550643304","West Virginia University Hospitals Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776_public.xml","A",NA,NA,"18500000",NA,NA,NA,"166267",NA,NA,"1325000","17008733",NA,"2016","false","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776","550643304","West Virginia University Hospitals Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776_public.xml","B","4054495",NA,"119678674",NA,NA,NA,"923368",NA,NA,NA,"118754922","18818","2016","true","true","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776","550643304","West Virginia University Hospitals Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776_public.xml","C",NA,NA,"193415642",NA,NA,NA,"1618243",NA,NA,"186550418",NA,"4069044",NA,"false","false","false","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776","550643304","West Virginia University Hospitals Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913169349306776_public.xml","D",NA,NA,"223969048",NA,"3710778",NA,"1910081",NA,NA,"7072337",NA,"211275852",NA,NA,NA,NA,"true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903119349302760","344428230","SUNSET RETIREMENT COMMUNITIES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903119349302760_public.xml","A",NA,NA,"4269799",NA,NA,NA,"86258",NA,NA,NA,NA,NA,NA,"0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903119349302760","344428230","SUNSET RETIREMENT COMMUNITIES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903119349302760_public.xml","B",NA,NA,"6620888",NA,NA,NA,"134376",NA,NA,NA,NA,NA,NA,"0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903119349302760","344428230","SUNSET RETIREMENT COMMUNITIES INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201903119349302760_public.xml","C",NA,NA,"2770000",NA,NA,NA,"54739",NA,NA,NA,NA,NA,NA,"0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020709349301222","010211517","CEDARS NURSING CARE CENTER","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202020709349301222_public.xml","A","2522000",NA,"19248000",NA,NA,NA,"256524",NA,NA,NA,"18991476",NA,NA,"1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021769349301657","042104866","ST ANN'S HOME INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202021769349301657_public.xml","A",NA,NA,"8500000",NA,NA,NA,"106315",NA,NA,"7192945",NA,NA,"2008","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349306656","042854118","Willowood of Great Barrington Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913199349306656_public.xml","A",NA,NA,"10746904",NA,NA,NA,"138958",NA,NA,NA,"10746904",NA,NA,"true","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031969349304698","742557820","SID PETERSON MEMORIAL HOSPITAL","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031969349304698_public.xml","A",NA,NA,"59726042",NA,NA,NA,"1053005",NA,NA,NA,NA,NA,NA,"1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349311251","941156581","SUTTER BAY MEDICAL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349311251_public.xml","A","0","0","497320472","0","0","0","0","0","0","497320472","0","0","2014","false","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349311251","941156581","SUTTER BAY MEDICAL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349311251_public.xml","B","0","0","204061105","0","0","0","0","0","0","0","204061105","0",NA,"true","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349311251","941156581","SUTTER BAY MEDICAL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349311251_public.xml","C","0","0","902923938","0","0","0","0","0","0","0","902923938","0",NA,"false","true","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349311251","941156581","SUTTER BAY MEDICAL FOUNDATION","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/201913189349311251_public.xml","D","0","0","496319743","0","0","0","0","0","0","0","496319743","0",NA,"false","true","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001259349301225","223058494","SAGE CENTER FOR LEARNING INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001259349301225_public.xml","A",NA,NA,"515000",NA,NA,NA,"42833",NA,NA,"472167",NA,NA,"2008","1","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001259349301225","223058494","SAGE CENTER FOR LEARNING INC","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202001259349301225_public.xml","B",NA,NA,"2300000",NA,NA,NA,"80160",NA,NA,"2219840",NA,NA,"2008","0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349301329","311672366","Quality Senior Housing Foundation Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349301329_public.xml","A","0","0","13665000","759713",NA,NA,"263946",NA,NA,"9924791","2716550",NA,"2019","false","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349301329","311672366","Quality Senior Housing Foundation Inc","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202040589349301329_public.xml","B","0","0","1995000",NA,NA,NA,NA,NA,NA,NA,"1995000",NA,"2019","false","false","true","true"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031359349301583","741233796","SOUTHWESTERN UNIVERSITY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031359349301583_public.xml","A","1820000",NA,"5000000",NA,NA,NA,"53150",NA,NA,"4946850",NA,NA,"2008","0","0","1","1"
"https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031359349301583","741233796","SOUTHWESTERN UNIVERSITY","2018","990","https://nccs-efile.s3.us-east-1.amazonaws.com/xml/202031359349301583_public.xml","B","395000",NA,"26878781",NA,NA,NA,"347790",NA,NA,"19864775",NA,"6666216",NA,"0","0","0","1"
